time,open,high,low,close,Volume
2023-02-14T09:45:00+08:00,15605,15682,15605,15647,19151
2023-02-14T10:45:00+08:00,15647,15671,15629,15667,8367
2023-02-14T11:45:00+08:00,15667,15675,15652,15662,5339
2023-02-14T12:45:00+08:00,15663,15666,15643,15661,8633
2023-02-14T15:00:00+08:00,15649,15663,15644,15654,486
2023-02-14T16:00:00+08:00,15656,15660,15641,15645,412
2023-02-14T17:00:00+08:00,15647,15661,15645,15659,371
2023-02-14T18:00:00+08:00,15658,15678,15657,15676,331
2023-02-14T19:00:00+08:00,15675,15684,15670,15671,272
2023-02-14T20:00:00+08:00,15671,15690,15670,15684,301
2023-02-14T21:00:00+08:00,15682,15725,15609,15650,2987
2023-02-14T22:00:00+08:00,15648,15695,15583,15689,3571
2023-02-14T23:00:00+08:00,15690,15723,15632,15657,3178
2023-02-15T00:00:00+08:00,15652,15683,15634,15654,1426
2023-02-15T01:00:00+08:00,15654,15675,15654,15673,516
2023-02-15T02:00:00+08:00,15672,15703,15669,15686,552
2023-02-15T03:00:00+08:00,15683,15700,15669,15697,231
2023-02-15T04:00:00+08:00,15701,15708,15690,15704,230
2023-02-15T08:45:00+08:00,15495,15533,15456,15502,18278
2023-02-15T09:45:00+08:00,15503,15513,15412,15417,13258
2023-02-15T10:45:00+08:00,15416,15416,15373,15383,7893
2023-02-15T11:45:00+08:00,15384,15411,15381,15400,4642
2023-02-15T12:45:00+08:00,15402,15406,15360,15361,15345
2023-02-15T15:00:00+08:00,15357,15380,15348,15363,4644
2023-02-15T16:00:00+08:00,15364,15386,15356,15379,2539
2023-02-15T17:00:00+08:00,15379,15398,15377,15394,2084
2023-02-15T18:00:00+08:00,15393,15393,15378,15390,1467
2023-02-15T19:00:00+08:00,15391,15395,15385,15390,1045
2023-02-15T20:00:00+08:00,15391,15408,15391,15398,2257
2023-02-15T21:00:00+08:00,15399,15399,15362,15377,5016
2023-02-15T22:00:00+08:00,15377,15402,15356,15365,6620
2023-02-15T23:00:00+08:00,15364,15382,15338,15367,7170
2023-02-16T00:00:00+08:00,15366,15420,15364,15411,5989
2023-02-16T01:00:00+08:00,15412,15415,15374,15391,2731
2023-02-16T02:00:00+08:00,15392,15418,15385,15417,1639
2023-02-16T03:00:00+08:00,15417,15426,15406,15407,1456
2023-02-16T04:00:00+08:00,15408,15423,15405,15421,1366
2023-02-16T08:45:00+08:00,15458,15515,15451,15504,27734
2023-02-16T09:45:00+08:00,15504,15553,15474,15543,21575
2023-02-16T10:45:00+08:00,15544,15588,15536,15585,12364
2023-02-16T11:45:00+08:00,15585,15599,15568,15573,7107
2023-02-16T12:45:00+08:00,15572,15581,15541,15546,12858
2023-02-16T15:00:00+08:00,15540,15559,15527,15558,4385
2023-02-16T16:00:00+08:00,15558,15569,15550,15552,2211
2023-02-16T17:00:00+08:00,15551,15560,15543,15547,1371
2023-02-16T18:00:00+08:00,15546,15559,15543,15552,988
2023-02-16T19:00:00+08:00,15552,15560,15548,15558,856
2023-02-16T20:00:00+08:00,15558,15563,15535,15541,1960
2023-02-16T21:00:00+08:00,15541,15542,15462,15476,10549
2023-02-16T22:00:00+08:00,15476,15479,15407,15421,14198
2023-02-16T23:00:00+08:00,15421,15483,15411,15469,10233
2023-02-17T00:00:00+08:00,15470,15494,15460,15484,4642
2023-02-17T01:00:00+08:00,15484,15509,15464,15482,4027
2023-02-17T02:00:00+08:00,15483,15495,15471,15491,1390
2023-02-17T03:00:00+08:00,15492,15503,15484,15495,732
2023-02-17T04:00:00+08:00,15495,15497,15419,15438,3989
2023-02-17T08:45:00+08:00,15428,15475,15414,15415,26314
2023-02-17T09:45:00+08:00,15414,15428,15384,15402,16700
2023-02-17T10:45:00+08:00,15402,15458,15393,15450,10178
2023-02-17T11:45:00+08:00,15451,15465,15441,15445,6291
2023-02-17T12:45:00+08:00,15444,15454,15431,15433,11723
2023-02-17T15:00:00+08:00,15436,15469,15428,15453,3433
2023-02-17T16:00:00+08:00,15453,15456,15410,15430,4121
2023-02-17T17:00:00+08:00,15430,15441,15417,15431,1979
2023-02-17T18:00:00+08:00,15431,15438,15423,15424,1014
2023-02-17T19:00:00+08:00,15423,15429,15415,15421,1225
2023-02-17T20:00:00+08:00,15422,15440,15420,15433,1189
2023-02-17T21:00:00+08:00,15433,15448,15424,15442,1828
2023-02-17T22:00:00+08:00,15440,15455,15394,15412,7135
2023-02-17T23:00:00+08:00,15411,15461,15410,15416,7722
2023-02-18T00:00:00+08:00,15416,15429,15401,15415,3346
2023-02-18T01:00:00+08:00,15415,15432,15399,15409,2235
2023-02-18T02:00:00+08:00,15409,15420,15400,15417,1245
2023-02-18T03:00:00+08:00,15418,15447,15415,15443,1776
2023-02-18T04:00:00+08:00,15445,15452,15426,15431,2059
2023-02-20T08:45:00+08:00,15386,15504,15367,15503,30593
2023-02-20T09:45:00+08:00,15503,15519,15490,15513,11901
2023-02-20T10:45:00+08:00,15514,15538,15508,15528,9256
2023-02-20T11:45:00+08:00,15528,15555,15519,15536,6974
2023-02-20T12:45:00+08:00,15536,15542,15502,15522,12046
2023-02-20T15:00:00+08:00,15531,15532,15512,15528,2074
2023-02-20T16:00:00+08:00,15528,15529,15507,15515,1591
2023-02-20T17:00:00+08:00,15516,15520,15498,15505,2050
2023-02-20T18:00:00+08:00,15505,15514,15499,15511,926
2023-02-20T19:00:00+08:00,15511,15519,15504,15515,735
2023-02-20T20:00:00+08:00,15515,15517,15505,15516,656
2023-02-20T21:00:00+08:00,15515,15527,15515,15518,1176
2023-02-20T22:00:00+08:00,15519,15520,15501,15507,1571
2023-02-20T23:00:00+08:00,15506,15507,15484,15500,3062
2023-02-21T00:00:00+08:00,15500,15504,15492,15497,1075
2023-02-21T01:00:00+08:00,15495,15503,15491,15497,488
2023-02-21T02:00:00+08:00,15498,15502,15495,15502,246
2023-02-21T03:00:00+08:00,15501,15510,15497,15508,550
2023-02-21T04:00:00+08:00,15508,15510,15500,15502,673
2023-02-21T08:45:00+08:00,15486,15518,15471,15488,21550
2023-02-21T09:45:00+08:00,15488,15542,15478,15534,14270
2023-02-21T10:45:00+08:00,15533,15547,15496,15523,10329
2023-02-21T11:45:00+08:00,15523,15531,15510,15518,3690
2023-02-21T12:45:00+08:00,15518,15540,15518,15528,7378
2023-02-21T15:00:00+08:00,15532,15534,15516,15521,1717
2023-02-21T16:00:00+08:00,15522,15529,15458,15462,5924
2023-02-21T17:00:00+08:00,15463,15491,15449,15482,5738
2023-02-21T18:00:00+08:00,15482,15485,15469,15470,1586
2023-02-21T19:00:00+08:00,15469,15476,15461,15473,1231
2023-02-21T20:00:00+08:00,15473,15474,15455,15464,1867
2023-02-21T21:00:00+08:00,15463,15469,15441,15443,3285
2023-02-21T22:00:00+08:00,15443,15475,15434,15447,7705
2023-02-21T23:00:00+08:00,15447,15460,15428,15436,6014
2023-02-22T00:00:00+08:00,15435,15444,15410,15413,3466
2023-02-22T01:00:00+08:00,15413,15422,15406,15420,1842
2023-02-22T02:00:00+08:00,15419,15421,15400,15403,1300
2023-02-22T03:00:00+08:00,15403,15405,15390,15396,1553
2023-02-22T04:00:00+08:00,15397,15401,15371,15371,2630
2023-02-22T08:45:00+08:00,15353,15379,15310,15345,33575
2023-02-22T09:45:00+08:00,15344,15367,15306,15366,16494
2023-02-22T10:45:00+08:00,15366,15399,15355,15387,12069
2023-02-22T11:45:00+08:00,15387,15415,15374,15376,8559
2023-02-22T12:45:00+08:00,15376,15397,15371,15377,9753
2023-02-22T15:00:00+08:00,15378,15392,15371,15382,2595
2023-02-22T16:00:00+08:00,15382,15395,15363,15372,2671
2023-02-22T17:00:00+08:00,15372,15381,15362,15376,1586
2023-02-22T18:00:00+08:00,15374,15383,15368,15376,854
2023-02-22T19:00:00+08:00,15375,15380,15363,15373,1142
2023-02-22T20:00:00+08:00,15374,15434,15373,15431,6088
2023-02-22T21:00:00+08:00,15431,15442,15416,15437,3370
2023-02-22T22:00:00+08:00,15436,15447,15415,15415,6164
2023-02-22T23:00:00+08:00,15416,15417,15372,15398,8660
2023-02-23T00:00:00+08:00,15398,15407,15383,15393,2434
2023-02-23T01:00:00+08:00,15393,15421,15387,15416,2334
2023-02-23T02:00:00+08:00,15416,15425,15411,15418,1004
2023-02-23T03:00:00+08:00,15419,15441,15375,15376,4457
2023-02-23T04:00:00+08:00,15376,15376,15344,15369,3940
2023-02-23T08:45:00+08:00,15435,15540,15433,15538,33615
2023-02-23T09:45:00+08:00,15539,15622,15539,15620,20405
2023-02-23T10:45:00+08:00,15620,15656,15617,15622,15666
2023-02-23T11:45:00+08:00,15621,15633,15598,15611,7852
2023-02-23T12:45:00+08:00,15610,15635,15589,15597,14643
2023-02-23T15:00:00+08:00,15595,15603,15585,15593,2311
2023-02-23T16:00:00+08:00,15592,15613,15576,15599,3116
2023-02-23T17:00:00+08:00,15599,15605,15582,15593,1611
2023-02-23T18:00:00+08:00,15592,15599,15587,15599,782
2023-02-23T19:00:00+08:00,15599,15617,15597,15616,1367
2023-02-23T20:00:00+08:00,15617,15621,15609,15615,1558
2023-02-23T21:00:00+08:00,15615,15630,15606,15625,3780
2023-02-23T22:00:00+08:00,15624,15699,15624,15691,9799
2023-02-23T23:00:00+08:00,15691,15695,15611,15615,10461
2023-02-24T00:00:00+08:00,15616,15628,15564,15564,9702
2023-02-24T01:00:00+08:00,15565,15589,15561,15584,3605
2023-02-24T02:00:00+08:00,15585,15612,15573,15601,2507
2023-02-24T03:00:00+08:00,15600,15642,15595,15628,2463
2023-02-24T04:00:00+08:00,15631,15652,15629,15642,2313
2023-02-24T08:45:00+08:00,15642,15684,15592,15622,26328
2023-02-24T09:45:00+08:00,15622,15627,15585,15601,10521
2023-02-24T10:45:00+08:00,15600,15615,15568,15580,10563
2023-02-24T11:45:00+08:00,15580,15588,15538,15544,9309
2023-02-24T12:45:00+08:00,15544,15587,15526,15542,19947
2023-02-24T15:00:00+08:00,15540,15541,15508,15513,3557
2023-02-24T16:00:00+08:00,15513,15519,15502,15514,1988
2023-02-24T17:00:00+08:00,15514,15532,15514,15522,1495
2023-02-24T18:00:00+08:00,15522,15530,15512,15523,913
2023-02-24T19:00:00+08:00,15523,15527,15488,15497,2814
2023-02-24T20:00:00+08:00,15497,15504,15485,15494,1670
2023-02-24T21:00:00+08:00,15493,15494,15425,15438,8618
2023-02-24T22:00:00+08:00,15438,15439,15391,15412,8641
2023-02-24T23:00:00+08:00,15413,15433,15400,15410,5235
2023-02-25T00:00:00+08:00,15410,15447,15402,15432,4353
2023-02-25T01:00:00+08:00,15433,15436,15408,15412,2094
2023-02-25T02:00:00+08:00,15411,15427,15410,15423,1135
2023-02-25T03:00:00+08:00,15423,15443,15412,15439,1320
2023-02-25T04:00:00+08:00,15441,15449,15427,15441,2123
2023-03-01T08:45:00+08:00,15381,15438,15333,15426,32125
2023-03-01T09:45:00+08:00,15425,15506,15418,15505,18458
2023-03-01T10:45:00+08:00,15505,15529,15473,15520,12097
2023-03-01T11:45:00+08:00,15521,15543,15516,15535,8000
2023-03-01T12:45:00+08:00,15534,15555,15532,15544,11873
2023-03-01T15:00:00+08:00,15552,15585,15551,15583,4339
2023-03-01T16:00:00+08:00,15582,15594,15567,15579,2691
2023-03-01T17:00:00+08:00,15580,15588,15567,15578,1730
2023-03-01T18:00:00+08:00,15579,15587,15572,15586,1119
2023-03-01T19:00:00+08:00,15586,15592,15580,15584,1118
2023-03-01T20:00:00+08:00,15584,15585,15575,15580,849
2023-03-01T21:00:00+08:00,15580,15581,15510,15525,5467
2023-03-01T22:00:00+08:00,15525,15563,15513,15550,7351
2023-03-01T23:00:00+08:00,15550,15558,15492,15529,9485
2023-03-02T00:00:00+08:00,15526,15533,15488,15524,5214
2023-03-02T01:00:00+08:00,15525,15544,15517,15519,2013
2023-03-02T02:00:00+08:00,15518,15524,15499,15514,1563
2023-03-02T03:00:00+08:00,15512,15517,15495,15509,1060
2023-03-02T04:00:00+08:00,15508,15522,15505,15514,1496
2023-03-02T08:45:00+08:00,15596,15618,15441,15450,33073
2023-03-02T09:45:00+08:00,15450,15566,15435,15528,23109
2023-03-02T10:45:00+08:00,15528,15564,15528,15551,9572
2023-03-02T11:45:00+08:00,15551,15575,15543,15570,6479
2023-03-02T12:45:00+08:00,15569,15580,15537,15542,9248
2023-03-02T15:00:00+08:00,15540,15548,15517,15525,3144
2023-03-02T16:00:00+08:00,15525,15542,15505,15539,3284
2023-03-02T17:00:00+08:00,15539,15543,15526,15528,1192
2023-03-02T18:00:00+08:00,15528,15533,15515,15526,1441
2023-03-02T19:00:00+08:00,15526,15546,15526,15545,1407
2023-03-02T20:00:00+08:00,15545,15558,15531,15535,2306
2023-03-02T21:00:00+08:00,15535,15543,15517,15521,3317
2023-03-02T22:00:00+08:00,15521,15553,15513,15543,6167
2023-03-02T23:00:00+08:00,15544,15584,15533,15580,9201
2023-03-03T00:00:00+08:00,15581,15588,15565,15573,2768
2023-03-03T01:00:00+08:00,15575,15576,15556,15569,1584
2023-03-03T02:00:00+08:00,15570,15602,15565,15601,2107
2023-03-03T03:00:00+08:00,15601,15625,15596,15622,2332
2023-03-03T04:00:00+08:00,15623,15646,15614,15633,2652
2023-03-03T08:45:00+08:00,15612,15666,15581,15595,30800
2023-03-03T09:45:00+08:00,15594,15617,15568,15602,15929
2023-03-03T10:45:00+08:00,15602,15670,15600,15650,13508
2023-03-03T11:45:00+08:00,15650,15652,15593,15602,10815
2023-03-03T12:45:00+08:00,15602,15620,15595,15619,10400
2023-03-03T15:00:00+08:00,15618,15621,15605,15606,1777
2023-03-03T16:00:00+08:00,15607,15632,15606,15626,1921
2023-03-03T17:00:00+08:00,15625,15635,15621,15624,1232
2023-03-03T18:00:00+08:00,15626,15636,15624,15630,840
2023-03-03T19:00:00+08:00,15630,15642,15630,15639,804
2023-03-03T20:00:00+08:00,15639,15650,15629,15631,1732
2023-03-03T21:00:00+08:00,15632,15661,15629,15660,2261
2023-03-03T22:00:00+08:00,15660,15665,15642,15655,4318
2023-03-03T23:00:00+08:00,15656,15669,15620,15638,7043
2023-03-04T00:00:00+08:00,15637,15663,15631,15662,2773
2023-03-04T01:00:00+08:00,15662,15680,15657,15680,2282
2023-03-04T02:00:00+08:00,15680,15697,15678,15691,1879
2023-03-04T03:00:00+08:00,15691,15713,15686,15712,1982
2023-03-04T04:00:00+08:00,15713,15724,15710,15721,2415
2023-03-06T08:45:00+08:00,15730,15773,15692,15737,31694
2023-03-06T09:45:00+08:00,15736,15819,15700,15815,25429
2023-03-06T10:45:00+08:00,15816,15834,15804,15817,11141
2023-03-06T11:45:00+08:00,15818,15823,15790,15797,7069
2023-03-06T12:45:00+08:00,15796,15804,15756,15774,13168
2023-03-06T15:00:00+08:00,15772,15792,15766,15785,2207
2023-03-06T16:00:00+08:00,15785,15787,15770,15782,1494
2023-03-06T17:00:00+08:00,15782,15782,15767,15772,1452
2023-03-06T18:00:00+08:00,15772,15779,15761,15778,939
2023-03-06T19:00:00+08:00,15777,15781,15766,15768,1050
2023-03-06T20:00:00+08:00,15767,15782,15766,15781,687
2023-03-06T21:00:00+08:00,15781,15803,15778,15794,2015
2023-03-06T22:00:00+08:00,15793,15808,15781,15798,3526
2023-03-06T23:00:00+08:00,15798,15831,15790,15815,6134
2023-03-07T00:00:00+08:00,15814,15824,15808,15818,1771
2023-03-07T01:00:00+08:00,15818,15829,15800,15804,1678
2023-03-07T02:00:00+08:00,15804,15805,15782,15783,2077
2023-03-07T03:00:00+08:00,15783,15793,15771,15773,1960
2023-03-07T04:00:00+08:00,15773,15778,15748,15767,2518
2023-03-07T08:45:00+08:00,15786,15804,15750,15786,20515
2023-03-07T09:45:00+08:00,15787,15854,15783,15833,18225
2023-03-07T10:45:00+08:00,15832,15871,15831,15859,9007
2023-03-07T11:45:00+08:00,15859,15894,15856,15891,8537
2023-03-07T12:45:00+08:00,15889,15894,15866,15874,9771
2023-03-07T15:00:00+08:00,15862,15877,15857,15869,2283
2023-03-07T16:00:00+08:00,15869,15882,15863,15873,1311
2023-03-07T17:00:00+08:00,15873,15883,15870,15875,1028
2023-03-07T18:00:00+08:00,15875,15876,15868,15871,909
2023-03-07T19:00:00+08:00,15871,15876,15865,15871,789
2023-03-07T20:00:00+08:00,15869,15877,15864,15874,878
2023-03-07T21:00:00+08:00,15873,15880,15849,15851,2903
2023-03-07T22:00:00+08:00,15851,15854,15823,15831,6923
2023-03-07T23:00:00+08:00,15831,15831,15768,15785,18047
2023-03-08T00:00:00+08:00,15786,15808,15775,15778,4976
2023-03-08T01:00:00+08:00,15778,15815,15777,15793,3221
2023-03-08T02:00:00+08:00,15793,15793,15736,15744,4558
2023-03-08T03:00:00+08:00,15744,15747,15719,15723,1996
2023-03-08T04:00:00+08:00,15723,15760,15722,15741,2059
2023-03-08T08:45:00+08:00,15725,15807,15725,15795,28822
2023-03-08T09:45:00+08:00,15795,15808,15743,15758,16391
2023-03-08T10:45:00+08:00,15757,15765,15721,15752,11541
2023-03-08T11:45:00+08:00,15753,15781,15745,15779,6189
2023-03-08T12:45:00+08:00,15779,15809,15774,15785,12190
2023-03-08T15:00:00+08:00,15788,15792,15777,15783,1739
2023-03-08T16:00:00+08:00,15783,15800,15783,15792,1997
2023-03-08T17:00:00+08:00,15793,15799,15782,15798,1207
2023-03-08T18:00:00+08:00,15799,15829,15792,15819,2436
2023-03-08T19:00:00+08:00,15819,15832,15818,15820,2146
2023-03-08T20:00:00+08:00,15820,15824,15790,15802,2867
2023-03-08T21:00:00+08:00,15802,15822,15797,15808,3079
2023-03-08T22:00:00+08:00,15808,15836,15798,15829,4733
2023-03-08T23:00:00+08:00,15829,15855,15791,15836,12402
2023-03-09T00:00:00+08:00,15837,15858,15823,15850,4272
2023-03-09T01:00:00+08:00,15851,15854,15824,15832,1993
2023-03-09T02:00:00+08:00,15833,15835,15816,15824,1624
2023-03-09T03:00:00+08:00,15824,15844,15823,15835,814
2023-03-09T04:00:00+08:00,15835,15866,15829,15866,2054
2023-03-09T08:45:00+08:00,15855,15862,15810,15823,20378
2023-03-09T09:45:00+08:00,15823,15827,15766,15772,16027
2023-03-09T10:45:00+08:00,15772,15796,15751,15788,11344
2023-03-09T11:45:00+08:00,15789,15791,15762,15764,4902
2023-03-09T12:45:00+08:00,15764,15779,15755,15767,10293
2023-03-09T15:00:00+08:00,15767,15767,15723,15732,4503
2023-03-09T16:00:00+08:00,15732,15735,15694,15713,4782
2023-03-09T17:00:00+08:00,15714,15714,15687,15688,2344
2023-03-09T18:00:00+08:00,15688,15705,15685,15705,1897
2023-03-09T19:00:00+08:00,15705,15731,15704,15727,3132
2023-03-09T20:00:00+08:00,15727,15728,15698,15710,2688
2023-03-09T21:00:00+08:00,15710,15754,15699,15754,4970
2023-03-09T22:00:00+08:00,15752,15789,15734,15782,9267
2023-03-09T23:00:00+08:00,15782,15798,15762,15769,7797
2023-03-10T00:00:00+08:00,15769,15776,15752,15754,3002
2023-03-10T01:00:00+08:00,15754,15765,15728,15730,4040
2023-03-10T02:00:00+08:00,15730,15740,15672,15675,5034
2023-03-10T03:00:00+08:00,15675,15681,15658,15660,3220
2023-03-10T04:00:00+08:00,15660,15663,15616,15626,5082
2023-03-10T08:45:00+08:00,15618,15624,15538,15559,37614
2023-03-10T09:45:00+08:00,15559,15562,15510,15524,22324
2023-03-10T10:45:00+08:00,15524,15535,15466,15477,14375
2023-03-10T11:45:00+08:00,15476,15482,15452,15472,10004
2023-03-10T12:45:00+08:00,15473,15497,15470,15484,15509
2023-03-10T15:00:00+08:00,15476,15518,15469,15503,5373
2023-03-10T16:00:00+08:00,15504,15509,15476,15496,3421
2023-03-10T17:00:00+08:00,15495,15521,15493,15506,2881
2023-03-10T18:00:00+08:00,15506,15518,15499,15500,1569
2023-03-10T19:00:00+08:00,15500,15515,15493,15508,1867
2023-03-10T20:00:00+08:00,15509,15511,15497,15505,1411
2023-03-10T21:00:00+08:00,15504,15543,15453,15521,13713
2023-03-10T22:00:00+08:00,15522,15529,15420,15483,13485
2023-03-10T23:00:00+08:00,15484,15549,15481,15546,14215
2023-03-11T00:00:00+08:00,15546,15552,15506,15509,7689
2023-03-11T01:00:00+08:00,15511,15519,15479,15491,4091
2023-03-11T02:00:00+08:00,15491,15502,15401,15406,5997
2023-03-11T03:00:00+08:00,15407,15458,15405,15446,4970
2023-03-11T04:00:00+08:00,15446,15451,15391,15404,3536
2023-03-13T08:45:00+08:00,15450,15515,15345,15376,43846
2023-03-13T09:45:00+08:00,15376,15525,15357,15523,30955
2023-03-13T10:45:00+08:00,15524,15540,15496,15525,15139
2023-03-13T11:45:00+08:00,15526,15536,15491,15506,7975
2023-03-13T12:45:00+08:00,15506,15534,15505,15520,12358
2023-03-13T15:00:00+08:00,15538,15563,15509,15525,4518
2023-03-13T16:00:00+08:00,15526,15529,15447,15455,6524
2023-03-13T17:00:00+08:00,15457,15457,15396,15411,10672
2023-03-13T18:00:00+08:00,15410,15446,15405,15442,4001
2023-03-13T19:00:00+08:00,15442,15456,15417,15418,3869
2023-03-13T20:00:00+08:00,15418,15428,15369,15398,8347
2023-03-13T21:00:00+08:00,15399,15423,15355,15407,14314
2023-03-13T22:00:00+08:00,15405,15429,15366,15426,13748
2023-03-13T23:00:00+08:00,15427,15461,15417,15444,12054
2023-03-14T00:00:00+08:00,15445,15463,15388,15396,7513
2023-03-14T01:00:00+08:00,15397,15441,15383,15437,3202
2023-03-14T02:00:00+08:00,15438,15456,15429,15442,2120
2023-03-14T03:00:00+08:00,15440,15447,15388,15388,2193
2023-03-14T04:00:00+08:00,15390,15422,15386,15421,964
2023-03-14T08:45:00+08:00,15358,15404,15325,15359,33765
2023-03-14T09:45:00+08:00,15359,15420,15310,15397,24377
2023-03-14T10:45:00+08:00,15397,15422,15350,15420,13639
2023-03-14T11:45:00+08:00,15421,15428,15380,15386,7679
2023-03-14T12:45:00+08:00,15385,15392,15351,15352,12200
2023-03-14T15:00:00+08:00,15284,15307,15275,15286,1455
2023-03-14T16:00:00+08:00,15289,15298,15281,15295,783
2023-03-14T17:00:00+08:00,15296,15298,15282,15295,492
2023-03-14T18:00:00+08:00,15295,15310,15288,15310,571
2023-03-14T19:00:00+08:00,15308,15328,15306,15319,776
2023-03-14T20:00:00+08:00,15320,15374,15290,15361,2937
2023-03-14T21:00:00+08:00,15360,15384,15346,15380,2111
2023-03-14T22:00:00+08:00,15380,15400,15374,15377,1976
2023-03-14T23:00:00+08:00,15380,15406,15377,15394,1139
2023-03-15T00:00:00+08:00,15396,15402,15382,15390,520
2023-03-15T01:00:00+08:00,15391,15392,15352,15360,852
2023-03-15T02:00:00+08:00,15360,15374,15342,15360,563
2023-03-15T03:00:00+08:00,15360,15405,15331,15405,651
2023-03-15T04:00:00+08:00,15405,15423,15405,15413,538
2023-03-15T08:45:00+08:00,15402,15472,15381,15455,15094
2023-03-15T09:45:00+08:00,15455,15475,15425,15435,8190
2023-03-15T10:45:00+08:00,15435,15450,15400,15404,7019
2023-03-15T11:45:00+08:00,15403,15409,15348,15372,10137
2023-03-15T12:45:00+08:00,15375,15375,15316,15328,14768
2023-03-15T15:00:00+08:00,15340,15349,15314,15327,5240
2023-03-15T16:00:00+08:00,15326,15331,15307,15315,3185
2023-03-15T17:00:00+08:00,15314,15316,15235,15239,7399
2023-03-15T18:00:00+08:00,15240,15246,15113,15131,13556
2023-03-15T19:00:00+08:00,15132,15165,15121,15143,7907
2023-03-15T20:00:00+08:00,15142,15180,15104,15130,9241
2023-03-15T21:00:00+08:00,15131,15160,15108,15116,9411
2023-03-15T22:00:00+08:00,15115,15153,15090,15124,12776
2023-03-15T23:00:00+08:00,15124,15135,15110,15121,6461
2023-03-16T00:00:00+08:00,15120,15126,15072,15078,6703
2023-03-16T01:00:00+08:00,15078,15104,15068,15098,4387
2023-03-16T02:00:00+08:00,15097,15150,15079,15146,5614
2023-03-16T03:00:00+08:00,15147,15175,15115,15156,5196
2023-03-16T04:00:00+08:00,15157,15187,15155,15181,2900
2023-03-16T08:45:00+08:00,15194,15305,15184,15278,48379
2023-03-16T09:45:00+08:00,15277,15291,15215,15275,23434
2023-03-16T10:45:00+08:00,15274,15277,15167,15170,16434
2023-03-16T11:45:00+08:00,15171,15197,15150,15188,12868
2023-03-16T12:45:00+08:00,15188,15229,15183,15227,14252
2023-03-16T15:00:00+08:00,15197,15226,15176,15225,6077
2023-03-16T16:00:00+08:00,15223,15244,15192,15201,5974
2023-03-16T17:00:00+08:00,15200,15205,15171,15194,4224
2023-03-16T18:00:00+08:00,15194,15205,15177,15199,2314
2023-03-16T19:00:00+08:00,15199,15210,15179,15199,2705
2023-03-16T20:00:00+08:00,15199,15212,15176,15190,3242
2023-03-16T21:00:00+08:00,15190,15205,15162,15202,10099
2023-03-16T22:00:00+08:00,15200,15254,15169,15252,12081
2023-03-16T23:00:00+08:00,15250,15294,15234,15287,11627
2023-03-17T00:00:00+08:00,15287,15307,15253,15305,6648
2023-03-17T01:00:00+08:00,15304,15320,15291,15306,3484
2023-03-17T02:00:00+08:00,15307,15325,15296,15324,1865
2023-03-17T03:00:00+08:00,15325,15339,15322,15338,2764
2023-03-17T04:00:00+08:00,15338,15356,15337,15341,1975
2023-03-17T08:45:00+08:00,15310,15380,15298,15357,33117
2023-03-17T09:45:00+08:00,15357,15375,15327,15335,17408
2023-03-17T10:45:00+08:00,15336,15397,15329,15390,15648
2023-03-17T11:45:00+08:00,15390,15417,15378,15410,9767
2023-03-17T12:45:00+08:00,15409,15418,15384,15403,15847
2023-03-17T15:00:00+08:00,15417,15426,15398,15399,3810
2023-03-17T16:00:00+08:00,15399,15428,15396,15410,3489
2023-03-17T17:00:00+08:00,15411,15421,15406,15411,1315
2023-03-17T18:00:00+08:00,15411,15414,15385,15386,2641
2023-03-17T19:00:00+08:00,15386,15386,15362,15375,3752
2023-03-17T20:00:00+08:00,15375,15382,15330,15339,5795
2023-03-17T21:00:00+08:00,15339,15379,15338,15367,7182
2023-03-17T22:00:00+08:00,15370,15395,15321,15342,12028
2023-03-17T23:00:00+08:00,15341,15362,15326,15345,6383
2023-03-18T00:00:00+08:00,15344,15369,15337,15348,4348
2023-03-18T01:00:00+08:00,15349,15369,15343,15350,2445
2023-03-18T02:00:00+08:00,15351,15359,15322,15335,2852
2023-03-18T03:00:00+08:00,15337,15348,15328,15330,1602
2023-03-18T04:00:00+08:00,15332,15341,15326,15338,852
2023-03-20T08:45:00+08:00,15454,15477,15378,15397,34511
2023-03-20T09:45:00+08:00,15397,15405,15364,15400,14758
2023-03-20T10:45:00+08:00,15400,15420,15353,15373,12734
2023-03-20T11:45:00+08:00,15373,15383,15355,15359,6257
2023-03-20T12:45:00+08:00,15359,15390,15352,15372,11385
2023-03-20T15:00:00+08:00,15291,15296,15211,15295,10150
2023-03-20T16:00:00+08:00,15295,15308,15255,15297,6424
2023-03-20T17:00:00+08:00,15297,15331,15296,15328,5935
2023-03-20T18:00:00+08:00,15328,15354,15320,15350,4425
2023-03-20T19:00:00+08:00,15349,15359,15330,15351,3569
2023-03-20T20:00:00+08:00,15351,15395,15336,15387,4120
2023-03-20T21:00:00+08:00,15386,15400,15358,15391,9057
2023-03-20T22:00:00+08:00,15392,15413,15376,15413,9552
2023-03-20T23:00:00+08:00,15412,15437,15404,15405,5688
2023-03-21T00:00:00+08:00,15405,15419,15371,15417,5352
2023-03-21T01:00:00+08:00,15417,15431,15413,15420,2213
2023-03-21T02:00:00+08:00,15421,15429,15411,15421,1514
2023-03-21T03:00:00+08:00,15421,15451,15417,15445,2186
2023-03-21T04:00:00+08:00,15447,15450,15436,15445,943
2023-03-21T08:45:00+08:00,15464,15496,15425,15438,29304
2023-03-21T09:45:00+08:00,15439,15517,15437,15487,20018
